SG_PARTIDO,DS_GASTO_NIVEL1,VR_GASTO
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,SERVIÇOS DE LIMPEZA,500
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,SERVIÇOS DE LIMPEZA,500
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,PESSOAL,2630
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,PESSOAL,2630
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,PESSOAL,2630
PSB,ALUGUÉIS E CONDOMÍNIOS,7000
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,834
PSB,ALUGUÉIS E CONDOMÍNIOS,400
PSB,ALUGUÉIS E CONDOMÍNIOS,3000
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,ALUGUÉIS E CONDOMÍNIOS,3000
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,4.6
PSB,PESSOAL,29
PSB,PESSOAL,1526.6
PSB,PESSOAL,240
PSB,DESPESAS FINANCEIRAS,2.35
PSB,PESSOAL,1422.6
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,2.9
PSB,PESSOAL,1769.6
PSB,DESPESAS FINANCEIRAS,5.8
PSB,DESPESAS FINANCEIRAS,10
PSB,DESPESAS FINANCEIRAS,2.5
PSB,PESSOAL,40
PSB,DESPESAS FINANCEIRAS,48
PSB,DESPESAS FINANCEIRAS,0.7
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,43.4
PSB,DESPESAS FINANCEIRAS,43.4
PSB,PESSOAL,40
PSB,DESPESAS FINANCEIRAS,2.9
PSB,DESPESAS FINANCEIRAS,48
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,4.6
PSB,PESSOAL,3012.55
PSB,PESSOAL,1422.6
PSB,PESSOAL,40
PSB,PESSOAL,40
PSB,PESSOAL,40
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,PESSOAL,40
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,752.23
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,42
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,7.5
PSB,DESPESAS FINANCEIRAS,15
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,9.4
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,5
PSB,DESPESAS FINANCEIRAS,5.8
PSB,DESPESAS FINANCEIRAS,7.05
PSB,DESPESAS FINANCEIRAS,5
PSB,DESPESAS FINANCEIRAS,5
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,47.74
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,4.6
PSB,PESSOAL,480
PSB,PESSOAL,60
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,12
PSB,DESPESAS FINANCEIRAS,15
PSB,DESPESAS FINANCEIRAS,66
PSB,ALUGUÉIS E CONDOMÍNIOS,6600
PSB,PESSOAL,1643.35
PSB,DESPESAS FINANCEIRAS,7.05
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,5
PSB,DESPESAS FINANCEIRAS,250
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,5
PSB,DESPESAS FINANCEIRAS,53.87
PSB,DESPESAS FINANCEIRAS,2.5
PSB,PESSOAL,150
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,66
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,499.99
PSB,DESPESAS FINANCEIRAS,865.58
PSB,DESPESAS FINANCEIRAS,883.56
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,62
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,15.26
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,43.4
PSB,DESPESAS FINANCEIRAS,48
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,99
PSB,DESPESAS FINANCEIRAS,32
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,48
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,0.35
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,46.2
PSB,DESPESAS FINANCEIRAS,63.8
PSB,PESSOAL,28.11
PSB,PESSOAL,30
PSB,PESSOAL,30
PSB,PESSOAL,30
PSB,PESSOAL,30
PSDB,TRANSFERÃŠNCIAS FINANCEIRAS EFETUADAS,2500
PSDB,TRANSFERÃŠNCIAS FINANCEIRAS EFETUADAS,200
PSDB,TRANSFERÃŠNCIAS FINANCEIRAS EFETUADAS,250
PSDB,ALUGUÉIS E CONDOMÍNIOS,3600
PSDB,TRIBUTOS,1839.78
PSDB,TRIBUTOS,1100.05
PSDB,TELECOMUNICAÇÕES E INTERNET,229.86
PSDB,TELECOMUNICAÇÕES E INTERNET,229.86
PSDB,TRIBUTOS,606.08
PSDB,ALUGUÉIS E CONDOMÍNIOS,3600
PSDB,TRIBUTOS,1445.2
PSDB,TELECOMUNICAÇÕES E INTERNET,56.21
PSDB,TRIBUTOS,1771.3
PSDB,TRIBUTOS,704.33
PSDB,TRIBUTOS,704.33
PSDB,PESSOAL,5814.43
PSDB,TELECOMUNICAÇÕES E INTERNET,262.14
PSDB,PESSOAL,994.95
PSDB,PESSOAL,202.27
PSDB,PESSOAL,7493.06
PSDB,TELECOMUNICAÇÕES E INTERNET,229.86
PSDB,TELECOMUNICAÇÕES E INTERNET,229.86
PSDB,PESSOAL,196.57
PSDB,TELECOMUNICAÇÕES E INTERNET,52.57
PSDB,PESSOAL,2170.53
PSDB,PESSOAL,7057.37
PSDB,PESSOAL,43.23
PSDB,PESSOAL,1121.86
PSDB,TELECOMUNICAÇÕES E INTERNET,229.86
PSDB,PESSOAL,186.57
PSDB,TELECOMUNICAÇÕES E INTERNET,52.57
PSDB,TELECOMUNICAÇÕES E INTERNET,229.86
PSDB,TRIBUTOS,104.13
PSDB,TRIBUTOS,981.95
PSDB,TRANSPORTES E VIAGENS,3370.83
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,200
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,150
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,3500
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1800
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,550
PSDB,TRANSPORTES E VIAGENS,4743.49
PSDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,6000
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,2150
PSDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,6000
PSDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,6000
PSDB,TRANSPORTES E VIAGENS,3871.59
PSDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,30000
PSDB,TRANSPORTES E VIAGENS,4114.75
PSDB,TRANSPORTES E VIAGENS,1323.9
PSDB,TRANSPORTES E VIAGENS,1570.33
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,2240
PSDB,TRANSPORTES E VIAGENS,2517.4
PSDB,ATIVO PERMANENTE,7470
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,760
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,690
PSDB,MATERIAL DE CONSUMO,334.6
PSDB,MATERIAL DE CONSUMO,345.4
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1800
PSDB,TRANSPORTES E VIAGENS,3024.96
PSDB,TRANSPORTES E VIAGENS,3057.3
PSDB,TRANSPORTES E VIAGENS,2466.8
PSDB,TRANSPORTES E VIAGENS,2136.78
PSDB,TRANSPORTES E VIAGENS,2695.03
PSDB,TRANSPORTES E VIAGENS,2400.59
PSDB,TRANSPORTES E VIAGENS,2358.81
PSDB,TRANSPORTES E VIAGENS,3639.16
PSDB,TRANSPORTES E VIAGENS,829.71
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,150
PSDB,TRANSPORTES E VIAGENS,1695.48
PSDB,TRANSPORTES E VIAGENS,1309.35
PSDB,MATERIAL DE CONSUMO,1393
PSDB,MATERIAL DE CONSUMO,247.3
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,165.75
PSDB,ATIVO PERMANENTE,89.9
PSDB,ATIVO PERMANENTE,1798
PSDB,ATIVO PERMANENTE,299
PSDB,ATIVO PERMANENTE,52.9
PSDB,ATIVO PERMANENTE,1499
PSDB,ATIVO PERMANENTE,59.8
PSDB,TRIBUTOS,380
PSDB,ALUGUÉIS E CONDOMÍNIOS,240
PSDB,ALUGUÉIS E CONDOMÍNIOS,360
PSDB,TRANSPORTES E VIAGENS,600
PSDB,OUTRAS DESPESAS GERAIS,3447
PSDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,15000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,430
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,12500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,12500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,5000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,5000
PSDB,MATERIAL DE CONSUMO,1060
PSDB,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,2320
PSDB,EVENTOS PROMOCIONAIS,810
PSDB,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,18000
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,300
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,5000
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1275.71
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,100
PSDB,TRANSPORTES E VIAGENS,132.93
PSDB,EVENTOS PROMOCIONAIS,2000
PSDB,TRANSPORTES E VIAGENS,529.43
PSDB,TRANSPORTES E VIAGENS,1042.8
PSDB,TRANSPORTES E VIAGENS,840.82
PSDB,TRANSPORTES E VIAGENS,952.26
PSDB,TRANSPORTES E VIAGENS,404.26
PSDB,EVENTOS PROMOCIONAIS,440
PSDB,MATERIAL DE CONSUMO,249
PSDB,PUBLICAÇÕES,780
PSDB,PUBLICAÇÕES,780
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,3900
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,5530.7
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,347.72
PSDB,MATERIAL DE CONSUMO,44.46
PSDB,EVENTOS PROMOCIONAIS,360
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,260
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,500
PSDB,CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES,1250
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,300
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4000
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,300
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4000
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,900
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,5349.11
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,260
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4000
PSDB,ATIVO PERMANENTE,3799
PSDB,ALUGUÉIS E CONDOMÍNIOS,1756.61
PSDB,ENERGIA ELÉTRICA,513.5
PSDB,EVENTOS PROMOCIONAIS,860
PSDB,ENERGIA ELÉTRICA,398.39
PSDB,TRANSPORTES E VIAGENS,679.8
PSDB,ÁGUA E ESGOTO,433.26
PSDB,ÁGUA E ESGOTO,244.37
PSDB,TELECOMUNICAÇÕES E INTERNET,229.86
PSDB,ÁGUA E ESGOTO,339.5
PSDB,ÁGUA E ESGOTO,316.06
PSDB,ÁGUA E ESGOTO,269.18
PSDB,ENERGIA ELÉTRICA,309.5
PSDB,ÁGUA E ESGOTO,266.84
PSDB,ENERGIA ELÉTRICA,244.04
PSDB,ENERGIA ELÉTRICA,239.33
PSDB,ÁGUA E ESGOTO,261.58
PSDB,ENERGIA ELÉTRICA,262.84
PSDB,ÁGUA E ESGOTO,216.02
PSDB,ÁGUA E ESGOTO,433.26
PSDB,TRANSPORTES E VIAGENS,1054.11
PSDB,TELECOMUNICAÇÕES E INTERNET,229.86
PSDB,TRANSPORTES E VIAGENS,922.36
PSDB,TRANSPORTES E VIAGENS,955.72
PSDB,TRANSPORTES E VIAGENS,1194.88
PSDB,TRANSPORTES E VIAGENS,1730.01
PSDB,TRANSPORTES E VIAGENS,3314.3
PSDB,TRANSPORTES E VIAGENS,1730.01
PSDB,ENERGIA ELÉTRICA,458.67
PSDB,ENERGIA ELÉTRICA,405.41
PSDB,TRANSPORTES E VIAGENS,1463.25
PSDB,SERVIÇOS POSTAIS,56.3
PSDB,SERVIÇOS POSTAIS,112.6
PSDB,SERVIÇOS POSTAIS,56.3
PSDB,SERVIÇOS POSTAIS,133.4
PSDB,SERVIÇOS POSTAIS,121.8
PSDB,SERVIÇOS POSTAIS,158
PSDB,SERVIÇOS POSTAIS,65.8
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2626.77
PSDB,PESSOAL,35
PSDB,PESSOAL,35
PSDB,PESSOAL,2429.74
PSDB,ALUGUÉIS E CONDOMÍNIOS,6800
PSDB,ALUGUÉIS E CONDOMÍNIOS,10000
PSDB,PESSOAL,5827.37
PSDB,PESSOAL,2345.57
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2626.77
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2626.77
PSDB,ALUGUÉIS E CONDOMÍNIOS,12000
PSDB,ALUGUÉIS E CONDOMÍNIOS,10000
PSDB,ALUGUÉIS E CONDOMÍNIOS,3700
PSDB,ALUGUÉIS E CONDOMÍNIOS,6800
PSDB,PESSOAL,8329.59
PSDB,TRIBUTOS,1771.3
PSDB,ALUGUÉIS E CONDOMÍNIOS,12000
PSDB,ALUGUÉIS E CONDOMÍNIOS,3600
PSDB,PESSOAL,2429.74
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2626.77
PSDB,PESSOAL,5836.5
PSDB,PESSOAL,2429.74
PSDB,PESSOAL,2429.74
PSDB,PESSOAL,3872.91
PSDB,PESSOAL,4523.74
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,5000
PSDB,ALUGUÉIS E CONDOMÍNIOS,10000
PSDB,ALUGUÉIS E CONDOMÍNIOS,6800
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,664.8
PSDB,MATERIAL DE CONSUMO,6
PSDB,PESSOAL,4724.45
PSDB,PESSOAL,2873.74
PSDB,PESSOAL,3778.74
PSDB,ALUGUÉIS E CONDOMÍNIOS,3700
PSDB,PESSOAL,1516.48
PSDB,PESSOAL,5404.46
PSDB,PESSOAL,5836.5
PSDB,PESSOAL,5836.5
PSDB,PESSOAL,2429.74
PSDB,PESSOAL,1835.17
PSDB,PESSOAL,2650.58
PSDB,PESSOAL,1558.87
PSDB,PESSOAL,1516.48
PSDB,PESSOAL,1558.87
PSDB,PESSOAL,1397
PSDB,PESSOAL,2873.74
PSDB,PESSOAL,1516.48
PSDB,TELECOMUNICAÇÕES E INTERNET,45
PSDB,PESSOAL,2345.57
PSDB,TELECOMUNICAÇÕES E INTERNET,3399
PSDB,ALUGUÉIS E CONDOMÍNIOS,6800
PSDB,ALUGUÉIS E CONDOMÍNIOS,6800
PSDB,ALUGUÉIS E CONDOMÍNIOS,6800
PSDB,PESSOAL,1558.87
PSDB,PESSOAL,1516.48
PSDB,PESSOAL,2650.58
PSDB,PESSOAL,2873.74
PSDB,PESSOAL,2666.64
PSDB,PESSOAL,1516.48
PSDB,PESSOAL,2873.74
PSDB,PESSOAL,1558.87
PSDB,PESSOAL,1516.48
PSDB,PESSOAL,2650.58
PSDB,PESSOAL,2782.04
PSDB,PESSOAL,1558.87
PSDB,PESSOAL,2873.74
PSDB,PESSOAL,1516.48
PSDB,EVENTOS PROMOCIONAIS,8040
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1958.4
PSDB,DESPESAS JUDICIAIS,500.12
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,80
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,36.5
PSDB,DESPESAS FINANCEIRAS,36.5
PSDB,DESPESAS FINANCEIRAS,1
PSDB,DESPESAS FINANCEIRAS,79
PSDB,DESPESAS FINANCEIRAS,30.01
PSDB,DESPESAS FINANCEIRAS,49
PSDB,DESPESAS FINANCEIRAS,99
PSDB,DESPESAS FINANCEIRAS,49
PSDB,DESPESAS FINANCEIRAS,99
PSDB,DESPESAS FINANCEIRAS,49
PSDB,DESPESAS FINANCEIRAS,99
PSDB,DESPESAS FINANCEIRAS,49
PSDB,DESPESAS FINANCEIRAS,49
PSDB,DESPESAS FINANCEIRAS,99
PSDB,DESPESAS FINANCEIRAS,49
PSDB,DESPESAS FINANCEIRAS,99
PSDB,TRIBUTOS,615.04
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,99
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS JUDICIAIS,1355.32
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,99
PSDB,DESPESAS FINANCEIRAS,49
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,49
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,8.65
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,8.65
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,8.65
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,8.65
PSDB,TELECOMUNICAÇÕES E INTERNET,1696.03
PSDB,TELECOMUNICAÇÕES E INTERNET,1962.02
PSDB,TELECOMUNICAÇÕES E INTERNET,1552.21
PSDB,DESPESAS JUDICIAIS,1071.22
PSDB,DESPESAS JUDICIAIS,437.37
PSDB,DESPESAS JUDICIAIS,501.69
PSDB,DESPESAS JUDICIAIS,502.97
PSDB,DESPESAS JUDICIAIS,513.31
PSDB,DESPESAS JUDICIAIS,504.41
PSDB,DESPESAS JUDICIAIS,1087.22
PSDB,DESPESAS JUDICIAIS,1323.62
PSDB,DESPESAS JUDICIAIS,500.39
PSDB,DESPESAS JUDICIAIS,510
PSDB,PESSOAL,1492.58
PSDB,TRANSPORTES E VIAGENS,9782.33
PSDB,TRANSPORTES E VIAGENS,15144.24
PSDB,PESSOAL,1540.79
PSDB,MATERIAL DE CONSUMO,2500
PSDB,DESPESAS JUDICIAIS,447.18
PSDB,DESPESAS JUDICIAIS,512.95
PSDB,DESPESAS JUDICIAIS,443.43
PSDB,DESPESAS JUDICIAIS,508.66
PSDB,PESSOAL,1129.3
PSDB,PESSOAL,207.48
PSDB,PESSOAL,243.54
PSDB,PESSOAL,1129.3
PSDB,PESSOAL,177.44
PSDB,DESPESAS JUDICIAIS,444.71
PSDB,DESPESAS JUDICIAIS,510.12
PSDB,DESPESAS JUDICIAIS,250
PSDB,DESPESAS JUDICIAIS,250
PSDB,TRANSFERÃŠNCIAS FINANCEIRAS EFETUADAS,2500
PSDB,TRANSFERÃŠNCIAS FINANCEIRAS EFETUADAS,2500
PSDB,ALUGUÉIS E CONDOMÍNIOS,3600
PSDB,TRIBUTOS,1771.3
PSDB,TRIBUTOS,912.04
PSDB,TELECOMUNICAÇÕES E INTERNET,229.86
PSDB,ALUGUÉIS E CONDOMÍNIOS,3700
PSDB,ALUGUÉIS E CONDOMÍNIOS,2803.7
PSDB,ALUGUÉIS E CONDOMÍNIOS,3600
PSDB,PESSOAL,309.05
PSDB,PESSOAL,2300
PSDB,TELECOMUNICAÇÕES E INTERNET,52.57
PSDB,PESSOAL,9466.5
PSDB,PESSOAL,1124.34
PSDB,TELECOMUNICAÇÕES E INTERNET,52.57
PSDB,PESSOAL,2170.53
PSDB,TELECOMUNICAÇÕES E INTERNET,229.86
PSDB,PESSOAL,186.97
PSDB,PESSOAL,7042.18
PSDB,TELECOMUNICAÇÕES E INTERNET,52.57
PSDB,TELECOMUNICAÇÕES E INTERNET,52.57
PSDB,TELECOMUNICAÇÕES E INTERNET,56.21
PSDB,TELECOMUNICAÇÕES E INTERNET,56.21
PSDB,TELECOMUNICAÇÕES E INTERNET,56.21
PSDB,TELECOMUNICAÇÕES E INTERNET,56.21
PSDB,PESSOAL,192.6
PSDB,PESSOAL,43.23
PSDB,PESSOAL,1129.3
PSDB,PESSOAL,7274.39
PSDB,TELECOMUNICAÇÕES E INTERNET,52.57
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,459
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1800
PSDB,OUTROS ORDINÁRIAS,924
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,300000
PSDB,TRANSPORTES E VIAGENS,1863.13
PSDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,7000
